   i    j      cc  nref
  55   66  0.9899 1442
  56   57  0.9773 1389
  56   58  0.8862 6070
  56   59  0.9716 3925
  56   60  0.9522 3743
  56   61  0.9309 3904
  56   62  0.9835 3790
  56   63  0.8532 4934
  56   64  0.9900 3732
  56   65  0.8904 3751
  56   66  0.9829 4999
  57   58  0.9156 1419
  57   59  0.9737 3087
  57   60  0.9735 3071
  57   61  0.9725 3036
  57   62  0.9916 3167
  57   63  0.8799 1490
  57   64  0.9927  851
  57   65  0.8621  849
  57   66  0.9862 1489
  58   59  0.9067 3946
  58   60  0.8936 3815
  58   61  0.8443 3976
  58   62  0.9155 3852
  58   63  0.8593 5014
  58   64  0.9063 3793
  58   65  0.8640 3737
  58   66  0.9267 5116
  59   60  0.9310 5145
  59   61  0.9596 6061
  59   62  0.9734 5269
  59   63  0.8790 3912
  59   64  0.9785 2372
  59   65  0.8550 2378
  59   66  0.9766 3968
  60   61  0.8701 5090
  60   62  0.9741 5936
  60   63  0.8624 3871
  60   64  0.9559 2341
  60   65  0.8388 2316
  60   66  0.9571 3899
  61   62  0.9281 5203
  61   63  0.8296 3899
  61   64  0.9210 2391
  61   65  0.8250 2398
  61   66  0.9275 3958
  62   63  0.8853 3896
  62   64  0.9921 2326
  62   65  0.8701 2298
  62   66  0.9894 3864
  63   64  0.8608 3732
  63   65  0.7582 3685
  63   66  0.9025 6002
  64   65  0.8995 4449
  64   66  0.9935 3667
  65   66  0.8987 3714
