   i    j      cc  nref
  65   75  0.9962  797
  65   76  0.9851 1125
  65   77  0.9813 2909
  65   78  0.9947 2927
  65   79  0.9461 5857
  65   80  0.9836 2085
  65   81  0.8341  884
  65   82  0.9975 5980
  66   67  0.9832  466
  66   68  0.9889 2503
  66   69  0.9803  681
  66   70  0.9697  414
  66   71  0.9552  614
  66   72  0.9573 2354
  66   73  0.9626 5260
  66   74  0.9893 2428
  66   75  0.9845  633
  66   76  0.9613  376
  66   77  0.9645  600
  66   78  0.9870  630
  66   79  0.9204 2468
  66   80  0.9638 5225
  66   81  0.9743 2252
  66   82  0.9707 2271
  67   68  0.9852 1447
  67   69  0.9847 3261
  67   70  0.9945 6405
  67   71  0.9493 3213
  67   72  0.9896 1141
  67   73  0.9851  426
  67   74  0.9842 1451
  67   75  0.9843 3253
  67   76  0.9946 5989
  67   77  0.9844 3139
  67   78  0.9897 3316
  67   79  0.9425 1096
  67   80  0.9804  459
  67   81  0.9786 1485
  67   82  0.9911 1178
  68   69  0.9961 2893
  68   70  0.9881 1350
  68   71  0.9664 1024
  68   72  0.9946  971
  68   73  0.8152 2461
  68   74  0.9955 5954
  68   75  0.9956 2827
  68   76  0.9783 1255
  68   77  0.9885  977
  68   78  0.9907 1068
  68   79  0.9126  969
  68   80  0.9896 2619
  68   81  0.9672 5823
  68   82  0.9937  976
  69   70  0.9900 3072
  69   71  0.9621 1484
  69   72  0.9937  781
  69   73  0.9833  669
  69   74  0.9938 2941
  69   75  0.9951 5760
  69   76  0.9804 2920
  69   77  0.9916 1418
  69   78  0.9927 1525
  69   79  0.9273  769
  69   80  0.9855  708
  69   81  0.9885 2960
  69   82  0.9938  800
  70   71  0.9513 3232
  70   72  0.9941 1156
  70   73  0.9770  380
  70   74  0.9876 1355
  70   75  0.9898 3060
  70   76  0.9952 6061
  70   77  0.9848 3150
  70   78  0.9885 3322
  70   79  0.9317 1111
  70   80  0.9734  405
  70   81  0.9784 1379
  70   82  0.9922 1193
  71   72  0.9725 2861
  71   73  0.9628  575
  71   74  0.9712 1019
  71   75  0.9639 1483
  71   76  0.9471 3115
  71   77  0.9411 6278
  71   78  0.9838 6442
  71   79  0.9268 2792
  71   80  0.9386  567
  71   81  0.9562 1010
  71   82  0.9745 2919
  72   73  0.9557 2199
  72   74  0.9933  939
  72   75  0.9941  786
  72   76  0.9872 1100
  72   77  0.9811 2869
  72   78  0.9940 2847
  72   79  0.9340 5875
  72   80  0.9879 2120
  72   81  0.8134  883
  72   82  0.9969 5929
  73   74  0.8093 2370
  73   75  0.9836  610
  73   76  0.9575  354
  73   77  0.9623  566
  73   78  0.9911  591
  73   79  0.9176 2330
  73   80  0.9254 5092
  73   81  0.8037 2225
  73   82  0.9692 2116
  74   75  0.9957 2801
  74   76  0.9784 1245
  74   77  0.9908  971
  74   78  0.9929 1062
  74   79  0.9415  944
  74   80  0.9873 2540
  74   81  0.9918 5802
  74   82  0.9932  950
  75   76  0.9823 2863
  75   77  0.9908 1416
  75   78  0.9931 1524
  75   79  0.9485  771
  75   80  0.9846  656
  75   81  0.9470 2845
  75   82  0.9954  801
  76   77  0.9818 3019
  76   78  0.9844 3223
  76   79  0.9340 1055
  76   80  0.9795  372
  76   81  0.9698 1265
  76   82  0.9866 1133
  77   78  0.9824 6241
  77   79  0.9238 2767
  77   80  0.9827  557
  77   81  0.9775  961
  77   82  0.9767 2933
  78   79  0.9471 2773
  78   80  0.9865  582
  78   81  0.9804 1053
  78   82  0.9940 2906
  79   80  0.9221 2239
  79   81  0.8738  885
  79   82  0.9499 5754
  80   81  0.9848 2377
  80   82  0.9896 2030
  81   82  0.8179  891
